haversine,taxicab,google,mapbox
1.3720893,0.46195903,1.8218597,1.8961757
1.3739736,0.52213365,1.8790258,1.9705538
1943.5416,457.70908,2373.4153,2339.479
1.2970784,1.2953452,1.4378524,1.429029
3.3610163,3.3460157,4.7715077,3.737857
1.6887034,0.58973485,2.4761634,2.2877014
0.2383662,4.4295564e-2,0.5051746,0.30061927
0.3966338,0.25982866,0.51946616,0.7271905
3.2405403,3.0676491,6.3392267,3.6844192
3.5054133,2.121356,7.58259,4.23601
2.1606946,2.052492,2.7110415,2.5572522
2.6574605,1.6641586,3.604573,3.6398668
2.677961,2.5592675,3.363481,3.1983826
1.9009705,0.7815339,2.8104608,2.0804741
0.43082747,0.29665077,0.85749197,0.6024813
1.2000164,0.17832509,1.3626665,1.3742241
0.3401681,0.27973738,0.6704593,0.52754396
7.4789586,6.932067,16.322172,17.859941
0.43340603,0.4279846,0.6350411,0.58464795
1.7005818,0.43258902,1.8964242,1.8968592
2.7171886,1.5457989,3.6238356,3.4248104
0.32669136,0.19359657,0.49523267,0.7544686
2.0376005,2.0328705,2.6917791,2.3674855
0.31902325,0.2642047,0.51698065,0.4235886
1.4083347,0.24043952,1.7423242,1.8196849
0.50469863,0.30408013,1.085535,0.710227
2.124377,0.18685287,2.403463,2.3428793
0.93091285,1.7777262e-2,1.579525,1.0254486
0.33963352,0.31308493,0.49771816,0.5000172
2.3456392,1.8182828,2.9962509,2.793311
12.883988,12.172786,16.069275,16.268734
0.5723378,0.17897175,0.96871734,0.85649776
0.5640006,0.56284106,0.88234675,0.6498298
1.2832791,0.96617204,2.0057855,1.7966942
0.40162793,0.2511225,0.7549657,0.548857
0.9083237,0.3813046,1.1663133,1.0387459
1.3168914,4.9034998e-2,1.4024342,1.5031586
3.0704014,2.2008026,4.4552298,3.6015284
0.26122496,0.22182557,0.3641234,0.5175399
8.736765,0.9284246,12.633715,10.754565
1.4841995,1.0750543,2.1511862,1.8847424
3.2197256,1.3592318,3.9338996,3.711076
1.31441,0.7313628,1.875919,1.6841018
1.6450927,1.3537786,2.296587,2.3434384
2.0423222,0.8391123,2.81916,2.7084317
2.1193078,1.4381499,2.6290207,2.7619317
2.0201387,1.631751,2.85085,2.7118492
2.0264623,2.0230284,3.7064779,3.1441994
3.5885937,1.0463927,3.869277,4.0015044
9.048947,8.768307,19.669498,18.465033
8.570022,8.266671,19.11213,18.021124
0.11015931,9.169262e-2,0.25724757,0.1690129
3.4334958,3.4192667,4.581368,3.89873
1.0093055,0.9059285,1.4937758,1.373727
1.6197383,1.5778921,2.1393802,2.084948
8.502226,8.085509,20.036106,18.724703
4.0549474,0.15057634,4.7391963,4.6364217
2.1724448,2.0026512,2.7278185,2.6154747
8.726968,8.483832,19.07671,18.017832
1.4083347,0.24043223,1.8168887,1.7427591
1.8258351,1.6135032,2.4910762,2.1180673
1.6934416,1.6913236,2.0138633,2.056862
2.0079246,1.9371053,2.272975,2.2813635
1.0814663,0.7343266,1.4844552,1.5224831
2.7570646,2.638685,3.1783125,3.203043
1.784706,1.0225006,2.5612912,2.4229739
2.9014027,1.5372584,3.926443,3.9969687
0.546959,0.5059097,0.98735845,0.6661097
1.3646452,0.10829548,2.1095545,1.8497592
11.553729,0.36426333,15.842474,14.039753
1.4695882,1.4529977,1.555913,1.7374154
0.45200437,0.44265443,0.7705,0.55482215
0.15667534,1.8364843e-2,0.24357742,0.32907805
2533.5527,95.485596,2950.2651,3081.3547
8.443082,3.646943,10.879584,11.195054
16.793879,1.8554075,24.32978,19.542551
13.062192,0.45676798,17.481651,15.470584
8.997857,2.8450868,13.285533,11.353069
18.379108,8.563278,24.867266,23.035278
3.1375673,3.1308346,3.472221,3.4493546
12.00681,1.5151533,16.575691,14.34087
1.0736102,0.9949658,1.4813484,1.23193
2.0808299,1.9243106,2.8533354,2.860295
3.7977848,3.7927814,4.366374,4.240981
11.87098,2.3327014,16.446447,13.805869
0.25262496,0.18430254,0.47845566,0.40662518
4.613299,1.9216542,11.193998,5.691758
2.365139,1.1313918,3.3249562,3.019863
3.2143905,0.7545041,4.2340217,4.133484
5.0588,0.68087894,6.8680134,5.868041
0.75169766,0.21692169,0.92335725,1.0807506
1.2278323,0.9368027,1.4788629,1.3984575
0.82330877,0.81735253,1.380065,1.0291146
4.9697623,4.1750813,8.241243,6.4659243
1.6350275,1.6244955,2.053631,1.8752354
2.1534162,2.1241536,2.2878878,2.2930453
3.3608675,3.2357106,6.2652836,3.8720732
1.5261786,1.4709803,1.9560758,1.9102186
1.3456619,1.3135597,1.5155238,1.433565
0.8640685,0.672873,1.177498,0.9384566
2.8872933,0.70459366,3.1851475,3.2439916
1.5384843,1.4002186,2.0163488,1.9325259
0.12794113,1.9419696e-2,0.50579596,0.15969235
2.292626,2.2816615,2.860792,2.8158047
0.2505319,0.23736645,0.324977,0.32441777
1.7670481,0.7668286,2.1772838,2.1756682
1.3201569,1.0431879,1.7752569,1.8145275
0.844321,0.7937915,1.1638278,1.1339399
0.933862,0.14688778,1.0308545,1.0307302
2.5939243,2.276185,3.3721802,3.3152626
0.8661816,0.803386,1.1756339,1.1107006
0.5376054,0.3632124,0.715198,0.74409175
0.5327511,5.17897e-2,0.6661097,0.6058988
1.156013,1.1474317,1.5086887,1.3040092
0.35743707,0.32269818,0.6232351,0.62839246
1.6753008,1.6680363,1.914444,1.7548759
0.2903579,0.25554073,0.47286332,0.41072622
1.4719794,5.685644e-2,2.0871851,1.7805386
0.71068156,0.66338927,1.0047568,0.9711407
1.8804936,1.3428739,2.2046242,2.4327917
1.4427807,0.2717752,1.8318017,1.8327959
0.15278631,7.536529e-2,0.4641641,0.21064475
0.6125943,0.56891584,0.9656105,0.8391615
0.60634243,0.60070056,0.7599367,0.7599367
0.5376054,0.36321577,0.74378103,0.71575725
1.2835763,0.97494197,1.8479573,1.7428833
10.6350355,7.165896,15.475865,15.046125
1.4332111,0.58625954,1.9473766,1.9484329
1.6982162,0.15118845,1.9007738,1.9570079
1.8355111,1.789542,2.3083932,2.2854025
1.9832234,1.6062924,2.5631552,2.4435413
13.718583,7.081074,20.098244,17.796562
1.2188587,1.1939425,1.6975855,1.4469244
1.0944581,0.9243345,1.6236423,1.4495963
0.3044709,0.20526706,0.5903024,0.45335224
2.22113,1.6054621,3.1130686,3.0367022
1.386455,0.84989864,1.8777831,1.8223568
1.3104515,1.175893,1.6354485,1.7293376
3.1990285,0.82127446,3.6188645,3.6028333
8.680134,1.2620912,12.834417,10.878404
2.0172987,0.10023826,2.3438113,2.3366656
0.6098246,0.5051649,1.0811855,0.84226835
0.7010046,0.69938296,0.8313944,0.78124976
0.9332846,0.7517931,1.4863193,1.2767309
0.23146825,0.20190705,0.36536613,0.3323092
1.1525588,0.6934752,1.8199955,1.5777851
0.4882222,0.22668971,0.67853713,0.6900946
1.2724985,1.0640582,1.6652741,1.890894
1.2447652,0.34697,1.3676375,1.3683211
3.3894637,7.15749e-2,3.8711412,3.7807317
0.42301682,1.5627168e-2,0.62882745,0.49852592
4.3565087,0.89347345,4.9187727,4.7636786
3.8876052,1.6982547,5.418355,4.9467344
2.9278288,2.5437388,3.8599565,3.339372
2.1318507,2.099958,2.7309253,2.7146454
1.1198214,0.4873191,1.6155646,1.5474001
3.282086,1.475666,3.9450843,3.6266317
1.856641,1.7375429,2.2338285,2.2689984
3.9138296,0.68908566,4.380044,4.1165204
0.7733122,0.50749576,1.5062032,1.0370681
0.61336416,0.5234583,1.1706629,0.8620901
0.6863165,0.6531116,0.9935722,0.8209553
9.3525915,1.5779023,11.803563,11.598076
4.622881,3.7428894,7.4216547,5.4652686
0.29688954,0.2798537,0.4362024,0.51853406
0.10114703,6.14948e-2,0.4299887,0.24649787
1.672527,0.8191176,2.174177,2.2010202
0.95683527,0.9557589,1.1215746,1.1215746
0.22562735,0.22019981,0.64808995,0.2383579
0.2271,2.623706e-2,0.43806654,0.23773654
1.8965893,1.0155503,2.8185387,2.6721437
0.48002908,0.4790249,0.7878984,0.5596067
0.6211516,0.5951049,1.0693794,0.83431476
2.2781427,2.1015744,3.1161754,2.5832255
6.698244e-2,6.530273e-2,0.23052862,8.1772424e-2
1.5644686,1.4516407,1.7491593,1.81024
1.4722571,0.16805986,1.5652335,1.5695208
0.5754223,0.2634168,0.8220738,0.94193625
2.8684416,0.8072548,3.1944683,3.225164
1.9398618,0.8728147,2.7104201,2.8343215
1.064338,0.196812,1.7156053,1.3509227
2.6155572,0.95670426,3.4995613,3.3976564
3.9324782,0.46698633,4.0842714,4.302062
2.3587942,0.99372745,2.8496072,2.8540192
2.544464,0.33591938,2.8564425,2.8053036
7.4059367,5.5312815,9.674746,10.910777
1.5014937,0.52750754,1.9840375,2.022376
2.5483682,1.5162596,3.6375058,3.7775004
3.2639084,1.498962,4.9684825,4.105895
1.0108906,0.7092866,1.4428234,1.4697288
9.03814,8.476771,11.69793,10.677079
1.1174884,1.1105677,1.3334621,1.4221939
1.0264809,0.9106731,1.3527246,1.3072402
1256.8988,658.6777,1641.5845,1636.7153
0.3717911,8.244001e-2,0.47783428,0.5112019
1.617203,1.0612139,2.2437706,2.2442055
3.2919943,1.3533776,4.7087493,4.0467405
1.0507843,0.2951221,1.514281,1.3780143
2.3210015,2.3115687,2.460629,2.4637358
9.0010395,6.690401,12.070131,11.19928
2.9488692,2.2867,3.6822443,3.3721802
5.7907643,3.6839144,7.8093905,7.6197476
5.7907643,3.6836116,9.643056,7.606637
2.9488692,2.2867868,3.7276044,3.3265095
9.0010395,6.6918054,12.105549,10.976332
2.3210015,2.3115797,2.5153098,2.4629903
1.0507843,0.2951151,1.4210755,1.3821775
3.2919943,1.3532811,4.4695215,3.9851627
1.617203,1.0612451,2.2437706,2.2442055
0.3717911,8.244074e-2,0.5107669,0.47857994
1.0264809,0.91068435,1.2781601,1.3827989
1.1174884,1.1105714,1.3670161,1.2406914
9.03814,8.476474,11.732105,10.441394
1.0108906,0.70929986,1.7646935,1.412252
3.2639084,1.4988595,4.7292542,4.233463
2.5483682,1.5163345,3.8779762,3.7160468
1.5014937,0.5274907,2.3003154,2.0224383
7.4059367,5.532197,10.932401,10.596177
2.544464,0.3359021,2.6687884,2.801886
2.3587942,0.9937753,2.9421916,2.8638988
3.9324782,0.46702093,4.018406,4.286714
2.6155572,0.9567596,3.7903628,3.497262
1.064338,0.19680732,1.393735,1.3509847
1.9398618,0.87285125,2.8259952,2.7052007
2.8684416,0.8072938,3.3622384,3.2265933
0.5754223,0.26341364,0.8835895,0.8174135
1.4722571,0.16805431,1.5739326,1.6968399
1.5644686,1.4516233,1.810675,1.750837
6.698244e-2,6.530275e-2,8.13996e-2,8.1772424e-2
2.2781427,2.1015368,2.8850255,2.7718737
0.6211516,0.5951024,0.83325845,0.9103706
0.48002908,0.47902456,0.5592339,0.5597931
1.8965893,1.0155102,2.6718953,2.8212104
0.2271,2.6237175e-2,0.23736371,0.43837723
0.22562735,0.22019954,0.49585402,0.4202332
0.95683527,0.9557582,1.2110521,1.1215125
1.672527,0.8191449,2.2922375,2.174115
0.10114703,6.1494686e-2,0.24544153,0.1360181
0.29688954,0.2798544,0.7064988,0.44005492
4.622881,3.7427285,7.4906273,5.4822316
9.3525915,1.5775557,11.228795,11.693394
0.6863165,0.653115,0.83574396,0.8209553
0.61336416,0.52346224,0.8624629,0.86463773
0.7733122,0.5075021,1.0420392,1.0395536
3.9138296,0.6890292,4.0494747,4.116583
1.856641,1.7375209,2.4624932,2.1137176
3.282086,1.4755821,4.1954966,3.6236491
1.1198214,0.4873075,1.7193335,1.5480835
2.1318507,2.0999742,3.0459604,2.4781516
2.9278288,2.5438192,3.9040737,3.2370322
3.8876052,1.6983964,5.629621,4.824262
4.3565087,0.8935542,4.9051023,4.888201
0.42301682,1.5627092e-2,0.5797391,0.44937548
3.3894637,7.1575664e-2,3.7953339,3.8255327
1.2447652,0.34695974,1.3670161,1.3683211
1.2724985,1.064075,1.8218597,1.8883464
0.4882222,0.22668752,0.68972176,0.717
1.1525588,0.6934613,1.579525,1.5778474
0.23146825,0.2019076,0.52070886,0.36524186
0.9332846,0.7517825,1.2775388,1.2787814
0.7010046,0.69938374,0.7810633,0.8308351
0.6098246,0.5051605,0.842579,0.84233046
2.0172987,0.1002354,2.3363547,2.3329995
8.680134,1.2623285,13.2227745,10.92569
3.1990285,0.82132876,3.6859727,3.8297577
1.3104515,1.1758754,1.7255472,1.6406058
1.386455,0.84991944,2.2692468,1.7804763
2.22113,1.6054085,3.0894566,3.0303018
0.3044709,0.20526814,0.654925,0.453228
1.0944581,0.9243207,1.4577363,1.4495963
1.2188587,1.193936,1.5422428,1.5590819
13.718583,7.079079,18.150246,17.937117
1.9832234,1.6062541,2.4457161,2.4508736
1.8355111,1.7895586,2.5277371,2.108498
1.6982162,0.15118362,1.8249665,2.0297084
1.4332111,0.58627707,2.0312617,1.9479358
10.6350355,7.1679516,14.970691,15.077194
1.2835763,0.9749607,1.74046,1.7428833
0.5376054,0.3632124,0.715198,0.74409175
0.60634243,0.6007018,1.0171843,0.76018524
0.6125943,0.56891906,0.9767952,0.83928573
0.15278631,7.536551e-2,0.21002339,0.18616274
1.4427807,0.27178368,2.0405822,1.8316152
1.8804936,1.3429087,2.437017,2.1083117
0.71068156,0.6633852,0.97244555,1.0049433
1.4719794,5.6855403e-2,1.9591826,1.7268522
0.2903579,0.2555399,0.41072622,0.47497597
1.6753008,1.668041,1.8398794,1.7555594
0.35743707,0.32269683,1.1458081,0.62839246
1.156013,1.1474295,1.5037178,1.3040092
0.5327511,5.1789183e-2,0.81710285,0.6793449
0.5376054,0.36321577,0.74378103,0.71575725
0.8661816,0.80339175,1.1700416,1.1032442
2.5939243,2.276244,3.2988584,3.3174374
0.933862,0.14689109,1.0675154,1.0307302
0.844321,0.79378575,1.1333807,1.1622123
1.3201569,1.043167,1.8144033,1.8145275
1.7670481,0.7668009,2.155536,2.1139662
0.2505319,0.23736595,0.324977,0.32441777
2.292626,2.2816505,2.817296,2.8173583
0.12794113,1.9419648e-2,0.24730565,0.33522964
1.5384843,1.4001958,1.9274927,2.019642
2.8872933,0.7046354,3.3672092,3.2120528
0.8640685,0.67286485,1.1538858,1.0242679
1.3456619,1.3135496,1.4285319,1.6777638
1.5261786,1.4709934,2.2170515,1.8813249
3.3608675,3.2357614,6.1596503,3.9723003
2.1534162,2.12417,2.2878878,2.2930453
1.6350275,1.6245004,1.8839967,2.01144
4.9697623,4.175117,8.208932,6.4257836
0.82330877,0.8173544,1.0289903,1.1036791
1.2278323,0.93681926,1.3980846,1.3419129
0.75169766,0.21691822,1.3465109,0.92491066
5.0588,0.68082523,11.482936,5.7810493
3.2143905,0.7545504,4.8398585,4.262667
2.365139,1.1313375,3.3609955,3.004391
4.613299,1.9215374,11.586083,5.862076
0.25262496,0.18430337,0.40326977,0.33883357
11.87098,2.333271,16.046284,13.79195
3.7977848,3.7927818,5.200875,4.249121
2.0808299,1.9243462,2.8589277,2.8591142
1.0736102,0.9949575,1.3924923,1.2049626
12.00681,1.5155276,16.082323,14.0766
3.1375673,3.130822,3.3957922,3.451778
18.379108,8.5642805,25.307817,23.067713
8.997857,2.8445666,12.7176,11.340765
13.062192,0.45671523,17.697268,15.594423
16.793879,1.8559169,23.61334,19.520058
8.443082,3.6461473,11.310816,11.157275
0.15667534,1.8364897e-2,0.50828147,0.16590604
0.45200437,0.4426534,0.5542629,0.62634194
1.4695882,1.4530056,1.5503206,1.7374154
11.553729,0.36430228,15.67719,13.905538
1.3646452,0.10829805,1.8504428,1.7321959
0.546959,0.505912,0.7468879,0.6651155
2.9014027,1.5373331,4.0575523,3.991128
1.784706,1.0225267,2.8085968,2.4229739
2.7570646,2.6387315,3.106855,3.2002468
1.0814663,0.7343392,1.524223,1.4937136
2.0079246,1.9371265,2.2301004,2.2550175
1.6934416,1.6913248,2.046796,2.013677
1.8258351,1.61353,2.1462154,2.1127236
1.4083347,0.24043952,1.7423242,1.8196849
8.726968,8.483103,18.638643,17.826822
2.1724448,2.002686,2.9589686,2.4268265
4.0549474,0.1505694,5.0741153,4.6331906
8.502226,8.084611,20.086437,18.523876
1.6197383,1.5779042,2.1039622,2.0668042
1.0093055,0.90593725,1.4384738,1.4344971
3.4334958,3.4192846,4.7659154,3.8971143
0.11015931,9.169248e-2,0.16963428,0.1690129
8.570022,8.265882,20.188343,18.109795
9.048947,8.767495,19.617924,18.185167
3.5885937,1.0463189,4.4309964,3.9442766
2.0264623,2.023026,3.6797588,3.165388
2.0201387,1.6317968,2.8918605,2.7130919
2.1193078,1.4381111,2.7812564,2.623366
2.0423222,0.8391503,3.1801767,2.8373044
1.6450927,1.35381,2.371773,2.333248
1.31441,0.7313458,3.2547412,1.6744083
3.2197256,1.3593075,3.833859,3.7938426
1.4841995,1.0750345,1.9852803,1.8847424
8.736765,0.92825973,13.130812,10.732879
0.26122496,0.22182481,0.5182234,0.3636884
3.0704014,2.2007084,4.1246605,3.4620929
1.3168914,4.9035706e-2,1.5938165,1.5031586
0.9083237,0.38129804,1.1209532,1.0290525
0.40162793,0.25112066,0.67543024,0.54904336
1.2832791,0.966151,1.8063254,1.7982476
0.5640006,0.5628406,0.649954,0.74055
0.5723378,0.17896962,1.035204,0.77248836
12.883988,12.17049,16.247608,16.286196
2.3456392,1.8182305,2.929764,2.8493588
0.33963352,0.3130859,0.68599355,0.50007933
0.93091285,1.7777245e-2,1.0271262,1.3970904
2.124377,0.18686002,2.3357334,2.3275313
0.50469863,0.304083,0.7058774,0.7674553
1.4083347,0.24043223,1.8168887,1.7427591
0.31902325,0.26420358,0.54929197,0.42371288
2.0376005,2.032865,2.3761225,2.551287
0.32669136,0.19359772,0.75372297,0.4951084
2.7171886,1.5458666,3.8363445,3.5290143
1.7005818,0.43257308,1.8964242,1.8968592
0.43340603,0.4279853,0.77298546,0.63435763
7.4789586,6.9327927,16.614838,17.532417
0.3401681,0.27973613,0.52754396,0.45534065
1.2000164,0.17832938,1.5900884,1.2882885
0.43082747,0.2966486,0.6021085,0.6018599
1.9009705,0.78150827,2.614729,2.4752312
2.677961,2.5593064,3.4778132,3.087344
2.6574605,1.6642379,3.6455834,3.6427252
2.1606946,2.0525239,2.5563202,2.536374
3.5054133,2.121257,7.277497,4.3709717
3.2405403,3.0677052,5.636456,3.6803803
0.3966338,0.25982684,0.72389716,0.5266119
0.2383662,4.429535e-2,0.29639396,0.5066037
1.6887034,0.5897157,2.3208206,2.2859616
3.3610163,3.3459978,4.6994286,3.8603916
1.2970784,1.2953452,1.6205355,1.4312658
1.3739736,0.52214885,1.9666392,1.8789636
1.3720893,0.46197268,1.8547924,1.8222946
0.16736932,0.14756551,0.2013242,0.35834464
0.1958375,1.6205464e-2,0.49709678,0.238855
0.42553842,0.38101265,0.6580319,0.5954598
1.2437683,0.99825776,1.8131605,1.7664335
0.53662527,0.53604066,0.5927879,0.6223652
2.109671,0.52018654,2.2052455,2.3353605
13.9203615,11.476545,18.355299,18.317146
0.5763857,0.52817106,0.90036654,0.7737311
1.0402955,0.8264364,1.678323,1.4459302
1.6911954,1.6853771,2.371773,2.047169
2.6488978e-2,4.690212e-3,2.6718952e-2,2.6594678e-2
3.2589147,0.34664133,3.445502,3.639991
3.589614,3.584968,4.457094,4.105584
1.5826405,1.2481395,2.1990318,2.147831
1.9534259,1.0818245,2.7508092,2.744471
1.3739736,0.52214885,1.9666392,1.8789636
0.3337094,0.29382265,0.58471006,0.40575525
1.383368,1.2473245,1.9939795,1.9035699
5.619961,3.468753,7.682009,6.795251
0.574621,0.5326137,1.1290311,0.8253671
0.9984674,0.21971941,1.2588975,1.2616316
4.2038164,4.0648437,6.7928276,5.0787134
4.0573454,2.0211866,8.003258,5.2456756
0.30545244,0.3017807,0.30136493,0.56600684
1.1520919,0.9356536,1.6317202,1.3048168
3.0287774,9.316167e-2,3.5486495,3.4792423
0.71646255,0.71035737,1.0383109,0.9380216
1.3497417,0.4597088,1.9256287,1.7691053
0.21536861,9.724504e-2,0.33491895,0.34162974
2.0516005,1.9878142,2.559427,2.5356286
8.2480545,2.9567657,10.803777,10.356888
3.0852542,3.0329187,3.4231327,3.2630053
1.4427807,0.27178368,2.0405822,1.8316152
2.53139,2.4939497,3.9494338,2.8463142
0.2271,2.6237175e-2,0.23736371,0.43837723
0.3410144,0.15483476,0.42439637,0.42458278
0.31240836,0.24421234,0.48529074,0.46068445
1.4083347,0.24043952,1.7423242,1.8196849
2.0911534,2.0014572,2.7396245,2.4654136
0.9304041,0.845414,1.3763367,1.1722163
0.9293247,0.6319837,1.2520626,1.2936321
0.17238344,0.121237725,0.7027706,0.27831206
3.3145294,3.299402,4.681409,4.7247806
0.5308158,0.52841544,1.0867778,0.6648669
